sk_pedido,sk_cliente,sk_produto,valor_venda,qtd_vendida,custo_envio,valor_unit
9841,1076,517,459.39,1,24.34,459.39
9842,285,1151,330.24,4,24.33,82.56
2864,8,1263,164.4,5,24.33,32.88
9843,345,1677,298.62,7,24.33,42.660000000000004
9297,643,1282,162.06,3,24.32,54.02
4546,552,2422,178.2,4,24.32,44.55
3989,331,1947,329.07,7,24.32,47.01
9844,286,169,479.984,2,24.32,239.992
9845,819,2719,254.88,3,24.31,84.96
9846,133,597,99.54,2,24.31,49.77
8370,1081,1450,94.8,4,24.31,23.7
9847,456,2117,95.28,2,24.3,47.64
9848,545,348,1386.63,7,24.3,198.09
9849,1001,2842,121.3128,8,24.3,15.1641
9850,220,3030,348.81,7,24.3,49.83
9851,153,2877,132.5925,5,24.3,26.5185
207,185,1408,100.5,2,24.3,50.25
6143,849,1378,52.65,1,24.3,52.65
4144,26,909,259.7,5,24.3,51.94
2275,803,1486,180.873,3,24.29,60.291
9852,16,319,324.9,5,24.29,64.97999999999999
5884,404,1678,22638.48,6,24.29,3773.08
9853,160,737,272.28,4,24.28,68.07
6425,1082,668,198.45,1,24.28,198.45
9854,898,2624,144.99,9,24.27,16.11
9855,640,888,231.6,5,24.27,46.32
9856,695,2297,259.05,5,24.27,51.81
9857,402,2028,195.39,5,24.26,39.077999999999996
77,633,1571,210.75,5,24.26,42.15
9858,371,1665,87.12,2,24.26,43.56
9859,325,1261,339.885,3,24.26,113.295
9860,428,3194,133.02,3,24.26,44.34
9861,1105,548,818.28,6,24.26,136.38
9862,500,585,229.44,3,24.26,76.48
9863,700,1072,375.48752,4,24.26,93.87188
8821,1135,686,165.408,3,24.26,55.135999999999996
9864,248,1475,150.8,5,24.26,30.160000000000004
9865,870,3588,94.5,6,24.25,15.75
3193,974,2282,154.2,4,24.25,38.55
9866,863,179,244.14,2,24.25,122.07
9867,22,1679,333.84,4,24.25,83.46
6074,952,284,236.376,3,24.25,78.792
9868,337,1571,281.04,6,24.25,46.84
8482,417,742,231.456,3,24.24,77.152
2576,670,1704,79.38,3,24.23,26.459999999999997
4068,490,725,416.721,2,24.23,208.3605
893,348,2152,198.75,5,24.23,39.75
9869,871,770,720.36,6,24.23,120.06
1035,483,985,287.88,3,24.23,95.96
5663,549,1202,277.14,2,24.23,138.57
9870,760,1982,122.0,4,24.23,30.5
9871,467,795,334.88,4,24.22,83.72
9872,818,363,286.4,1,24.22,286.4
9873,595,354,370.14,3,24.22,123.38
9874,262,1680,123.92,5,24.22,24.784
443,368,2284,86.94,3,24.22,28.98
9875,119,616,237.492,2,24.21,118.746
9876,789,2601,180.2262,14,24.21,12.8733
9877,1103,637,279.3375,5,24.21,55.86749999999999
9878,1096,2818,395.4,10,24.21,39.54
9879,1211,263,404.832,8,24.2,50.604
1401,776,644,260.49,1,24.2,260.49
9880,1139,2945,224.82,2,24.19,112.41
9881,928,1425,99.66,2,24.18,49.83
9882,705,530,438.96,4,24.18,109.74
9883,167,757,504.9,5,24.18,100.97999999999999
9884,949,1256,137.784,2,24.18,68.892
2293,978,1385,74.22,2,24.18,37.11
9885,657,1681,177.96,1,24.18,177.96
2050,792,65,223.83,5,24.17,44.766000000000005
9886,110,742,390.582,3,24.17,130.194
1159,704,1575,192.06,6,24.17,32.01
9887,1138,1816,227.28,4,24.17,56.82
9888,373,1180,320.4585,1,24.16,320.4585
4618,178,927,99.48,2,24.16,49.74
32,60,1476,352.38,7,24.16,50.339999999999996
9889,995,1040,73.26,1,24.16,73.26
976,635,995,333.963,7,24.15,47.709
429,356,1297,281.88,4,24.15,70.47
2060,313,1601,54.66,2,24.15,27.33
9890,139,2403,304.3,5,24.15,60.86
9891,682,360,265.26,3,24.14,88.42
7700,751,2432,303.84,4,24.14,75.96
9892,412,1158,102.3,1,24.14,102.3
9893,1374,1474,162.576,2,24.14,81.288
3032,20,1100,333.48,2,24.14,166.74
9894,909,155,257.76,3,24.13,85.92
3041,1008,1840,254.88,3,24.13,84.96
9895,748,1075,222.258,4,24.13,55.5645
8274,93,897,454.41,3,24.13,151.47
9896,40,1537,178.32,4,24.13,44.58
9897,100,1326,130.212,2,24.13,65.106
9898,519,1597,307.0494,2,24.12,153.5247
9899,44,1599,308.259,7,24.12,44.037
4142,277,1468,244.55,5,24.12,48.910000000000004
9900,479,3194,206.92,7,24.12,29.56
846,124,1665,111.078,3,24.11,37.026
9901,557,1580,204.225,5,24.11,40.845
9902,489,1682,162.6,3,24.11,54.199999999999996
9903,13,13,314.22,1,24.1,314.22
9904,192,639,323.79112,2,24.1,161.89556
781,558,1579,290.52,6,24.09,48.419999999999995
9905,1126,453,362.85,1,24.09,362.85
9906,1219,1683,65.4,10,24.09,6.540000000000001
9907,29,256,102.08,1,24.09,102.08
4590,728,1684,161.82,9,24.08,17.98
9908,834,1685,147.24,6,24.08,24.540000000000003
9909,818,1404,256.16664,2,24.07,128.08332
9910,1114,1542,338.94,7,24.06,48.42
9911,729,1579,321.5088,8,24.06,40.1886
7722,449,609,368.334,2,24.05,184.167
9912,497,988,140.13,3,24.05,46.71
2241,428,1328,113.888,2,24.05,56.944
9913,1048,13,314.1,1,24.05,314.1
9914,94,2432,151.92,3,24.05,50.63999999999999
9915,304,1057,147.96,3,24.04,49.32
9916,57,1096,140.32,4,24.03,35.08
9917,947,1238,264.6,5,24.03,52.92
6275,956,1008,260.52,4,24.03,65.13
9918,1467,856,254.16,1,24.03,254.16
9919,416,1686,148.104,8,24.03,18.513
4619,1204,1687,151.2,6,24.02,25.2
7332,811,663,247.98,2,24.02,123.99
9920,726,1099,374.76,5,24.01,74.952
8516,299,333,510.12,3,24.01,170.04
9921,183,1391,273.96,2,24.01,136.98
9922,702,761,319.968,4,24.01,79.992
2952,1061,2650,255.06,6,24.01,42.51
9923,111,494,205.53,2,24.0,102.765
9924,707,1020,414.9,5,24.0,82.97999999999999
9925,954,1371,240.624,6,24.0,40.104
9926,417,125,388.125,3,23.99,129.375
3105,814,1185,373.23,3,23.98,124.41000000000001
4909,493,1369,349.02,7,23.98,49.86
9927,1185,1157,268.26,2,23.98,134.13
9928,33,1975,318.33,9,23.97,35.37
9929,154,2006,158.1,5,23.97,31.619999999999997
9437,67,2440,447.678,7,23.97,63.954
5339,1103,1056,147.184,2,23.97,73.592
7434,695,824,228.48,3,23.97,76.16
256,225,1853,103.2,2,23.96,51.6
9930,270,1810,300.24,3,23.96,100.08
9931,167,1041,161.514,3,23.96,53.838
9932,148,2512,362.88,8,23.96,45.36
9933,48,385,180.588,2,23.96,90.294
9934,618,3059,154.7,5,23.96,30.939999999999998
9022,900,1269,142.152,2,23.95,71.076
7825,232,185,3195.0,5,23.95,639.0
9935,582,301,365.712,3,23.95,121.904
573,449,3079,52.8,4,23.94,13.2
314,270,1378,157.95,3,23.94,52.65
9936,884,699,355.482,2,23.94,177.741
9937,807,1449,101.094,4,23.94,25.2735
2035,435,366,396.72496,2,23.94,198.36248
7093,812,1688,279.72,6,23.93,46.620000000000005
9938,924,1326,316.8492,4,23.93,79.2123
9939,645,1689,59.752,7,23.93,8.536
9940,1313,976,318.09,1,23.93,318.09
9941,123,1710,132.5,5,23.92,26.5
1084,677,99,247.296,1,23.92,247.296
9942,703,1889,241.32,4,23.92,60.33
9943,391,784,482.4855,7,23.92,68.9265
5562,109,3563,97.05,5,23.92,19.41
9944,1151,20,349.6828,5,23.92,69.93656
9945,903,1298,309.84,4,23.91,77.46
834,177,1217,246.0,5,23.91,49.2
4168,435,1706,208.656,4,23.91,52.164
968,221,1197,226.839,2,23.91,113.4195
9946,1470,942,364.14,2,23.91,182.07
3964,57,2612,478.98,6,23.9,79.83
9947,414,971,378.9045,3,23.9,126.30149999999999
5433,782,763,574.02,3,23.9,191.34
9948,1087,1384,91.824,4,23.9,22.956
9949,82,1127,231.44,2,23.9,115.72
9678,402,809,244.55,5,23.89,48.910000000000004
9950,191,975,220.704,6,23.89,36.784
9951,1161,1217,393.6,8,23.89,49.2
9952,1426,3074,136.44,12,23.89,11.37
9953,1152,2065,269.4,10,23.89,26.939999999999998
9954,871,1106,102.18,3,23.89,34.06
9955,877,1105,445.96,5,23.88,89.192
9956,784,1690,88.074,7,23.88,12.581999999999999
9957,1072,776,202.08,4,23.88,50.52
9958,32,1184,151.875,5,23.87,30.375
3866,176,2126,338.91,11,23.87,30.810000000000002
9959,671,2545,232.68,6,23.86,38.78
5438,235,2879,324.45,3,23.86,108.14999999999999
9960,752,1003,598.23,4,23.86,149.5575
9961,346,1982,137.25,3,23.86,45.75
9962,871,1768,571.32,4,23.86,142.83
6670,709,2799,205.56,4,23.86,51.39
9963,61,746,276.784,2,23.86,138.392
9964,399,2615,226.08,12,23.85,18.84
9965,243,732,198.612,3,23.84,66.204
7913,22,1337,143.96,4,23.84,35.99
9966,470,1691,111.672,9,23.84,12.408
6676,647,703,172.764,2,23.84,86.382
9967,441,801,186.54,3,23.84,62.18
9968,1407,500,174.33,1,23.84,174.33
2290,112,1142,204.93,3,23.83,68.31
9969,1407,175,134.61,1,23.83,134.61
6507,1244,149,309.39,1,23.83,309.39
9970,437,603,298.92,5,23.83,59.784000000000006
9971,1097,2767,371.28,7,23.82,53.04
9972,1015,136,313.176,2,23.82,156.588
8752,1310,1692,74.871,1,23.82,74.871
9973,413,1454,98.388,2,23.81,49.194
4615,321,1824,222.618,4,23.81,55.6545
4129,612,1693,167.184,4,23.8,41.796
1342,683,54,86.3052,4,23.8,21.5763
6926,578,1803,200.64,4,23.79,50.16
8926,244,603,269.028,2,23.79,134.514
5677,389,1001,775.62,3,23.79,258.54
9974,517,827,190.08,3,23.79,63.36000000000001
6089,626,2128,347.355,3,23.79,115.78500000000001
9975,246,1671,338.04,6,23.79,56.34
9976,729,85,291.792,2,23.78,145.896
9977,170,2159,226.6,5,23.78,45.32
9978,132,1070,174.6,5,23.78,34.92
9979,382,1821,165.672,12,23.78,13.806
9980,1080,1100,66.696,1,23.78,66.696
9981,462,561,255.84,3,23.78,85.28
5249,626,134,183.6,3,23.77,61.199999999999996
9982,708,1202,311.7825,3,23.77,103.92750000000001
9983,1144,277,369.45,3,23.76,123.14999999999999
6118,528,1694,195.72,4,23.76,48.93
9984,1084,1695,129.84,4,23.76,32.46
1634,843,3050,95.64,2,23.75,47.82
9985,818,1775,261.12,4,23.75,65.28
6675,748,1942,164.76,4,23.74,41.19
9986,231,1696,87.28,8,23.74,10.91
9987,1165,1119,135.672,2,23.74,67.836
5572,731,961,296.34,3,23.73,98.77999999999999
9988,1157,1863,148.05,5,23.73,29.610000000000003
9989,847,3038,177.93,9,23.73,19.77
9990,45,462,221.024,2,23.73,110.512
9991,513,1578,289.98,6,23.72,48.330000000000005
9992,19,571,389.056,4,23.72,97.264
9993,608,1454,131.184,6,23.72,21.864
9994,1386,1249,167.94,6,23.72,27.99
8967,877,310,330.48,3,23.72,110.16000000000001
6195,1000,477,662.2,7,23.71,94.60000000000001
9995,85,811,245.88,3,23.71,81.96
461,381,1851,154.08,4,23.71,38.52
9996,526,180,411.75,1,23.71,411.75
8804,866,2004,109.008,3,23.71,36.336
9997,265,1697,73.584,2,23.7,36.792
9998,1187,547,58.86,1,23.7,58.86
5185,792,1099,266.496,4,23.69,66.624
6861,766,769,689.52,8,23.69,86.19
9999,716,1654,223.2,3,23.69,74.39999999999999
10000,1097,1040,293.04,4,23.69,73.26
10001,592,1698,87.92,4,23.69,21.98
6984,140,1597,324.27016,2,23.69,162.13508
5827,172,637,134.082,2,23.68,67.041
10002,478,1147,269.36,7,23.68,38.480000000000004
10003,1471,285,204.15,1,23.68,204.15
117,109,568,283.611,2,23.67,141.8055
7496,163,639,243.33,2,23.67,121.665
10004,272,562,1252.3455,5,23.67,250.46909999999997
10005,1150,131,84.648,1,23.67,84.648
10006,1319,1223,214.92,10,23.67,21.491999999999997
10007,162,1270,211.803,2,23.66,105.9015
4300,1157,198,423.648,2,23.66,211.824
10008,857,562,301.89,1,23.66,301.89
5576,293,1918,244.0,5,23.65,48.8
10009,277,933,122.97,3,23.65,40.99
1247,163,537,249.584,2,23.65,124.792
10010,84,548,272.76,2,23.65,136.38
10011,268,1559,334.68,4,23.64,83.67
10012,478,1428,222.021,3,23.64,74.00699999999999
7486,907,1157,670.65,5,23.64,134.13
10013,864,2893,128.85,5,23.63,25.77
10014,1017,1298,387.3,5,23.63,77.46000000000001
10015,649,371,239.12,5,23.63,47.824
10016,1421,341,296.82,6,23.63,49.47
573,449,2366,52.05,5,23.62,10.41
10017,654,364,248.64,8,23.62,31.08
10018,577,1810,180.144,2,23.62,90.072
455,378,917,264.9942,2,23.62,132.4971
1253,535,1631,369.544,7,23.62,52.791999999999994
10019,1233,127,281.94,1,23.62,281.94
5481,429,2028,227.955,7,23.61,32.565000000000005
3573,552,1152,126.3,3,23.61,42.1
10020,368,673,359.32,4,23.61,89.83
7344,918,1969,637.0234,5,23.61,127.40468000000001
10021,360,1187,158.6,5,23.6,31.72
10022,394,13,312.0435,3,23.6,104.0145
10023,752,725,217.701,1,23.6,217.701
4532,405,2331,75.6,5,23.6,15.12
7529,59,1187,190.32,4,23.6,47.58
7158,137,1579,129.12,4,23.6,32.28
10024,237,924,117.48,1,23.59,117.48
10025,793,48,207.168,2,23.59,103.584
3256,1011,146,334.773,3,23.59,111.59100000000001
10026,648,1432,479.952,6,23.59,79.992
9542,625,1699,144.99,3,23.58,48.330000000000005
5070,1229,1231,695.28,4,23.58,173.82
4589,1202,1840,169.92,2,23.58,84.96
4032,620,2377,260.88,6,23.57,43.48
6660,60,980,325.8,3,23.57,108.60000000000001
10027,171,1189,172.53,1,23.57,172.53
10028,456,486,133.2,1,23.57,133.2
10029,1109,2238,99.96,2,23.57,49.98
8602,361,1198,147.04,5,23.56,29.407999999999998
10030,23,1700,100.92,6,23.56,16.82
1086,239,1254,255.15,9,23.56,28.35
6626,855,1711,333.6903,9,23.56,37.076699999999995
10031,66,1344,277.0374,2,23.56,138.5187
10032,30,538,229.74,7,23.56,32.82
10033,902,2183,161.59616,2,23.56,80.79808
2623,508,681,183.42,3,23.55,61.13999999999999
10034,453,2930,117.12,4,23.55,29.28
10035,441,1210,300.51,2,23.55,150.255
10036,475,552,302.376,3,23.55,100.79199999999999
10037,475,997,201.24,6,23.54,33.54
8891,138,618,461.97,3,23.54,153.99
10038,1013,961,148.17,1,23.54,148.17
10039,1146,354,519.33,1,23.54,519.33
10040,223,1479,248.3,5,23.53,49.660000000000004
3094,760,1701,57.75,5,23.53,11.55
4010,275,65,201.447,3,23.53,67.149
2350,339,1702,150.66,3,23.53,50.22
10041,1124,494,263.64,1,23.53,263.64
10042,1117,1263,98.64,2,23.53,49.32
10043,1219,1607,319.98,1,23.52,319.98
10044,156,910,641.835,6,23.51,106.97250000000001
10045,109,213,495.51,2,23.51,247.755
3913,653,1866,87.9,2,23.51,43.95
345,292,1703,195.156,4,23.51,48.789
1606,424,2396,336.15,9,23.51,37.349999999999994
10046,464,765,151.04,2,23.51,75.52
10047,778,208,447.74272,4,23.5,111.93568
10048,347,1822,215.1,6,23.5,35.85
10049,1084,2433,296.352,7,23.5,42.336
10050,26,2391,123.753,2,23.5,61.8765
10051,1472,128,553.2,2,23.5,276.6
945,621,1702,150.66,3,23.49,50.22
400,333,1308,100.56,4,23.49,25.14
2856,398,1010,350.649,3,23.49,116.883
10052,2,463,518.67,3,23.49,172.89
8539,535,386,338.4,3,23.48,112.8
10053,858,613,365.22,2,23.48,182.61
10054,1154,1181,327.3,2,23.48,163.65
586,460,135,920.88,3,23.48,306.96
10030,23,1743,46.0,2,23.47,23.0
10055,103,1639,231.525,7,23.47,33.075
10056,804,1369,299.16,6,23.47,49.86000000000001
10057,89,974,390.42,3,23.47,130.14000000000001
10058,446,644,484.5114,2,23.47,242.2557
10059,1433,1704,158.76,6,23.47,26.459999999999997
6993,330,1218,317.331,7,23.46,45.333000000000006
10060,316,1705,83.97,3,23.46,27.99
9153,1338,801,186.54,3,23.46,62.18
10061,875,61,154.224,1,23.45,154.224
10062,168,3517,69.6,8,23.45,8.7
10063,543,451,247.212,2,23.44,123.606
10064,788,1706,115.5,3,23.43,38.5
10065,8,2394,246.66,2,23.43,123.33
5818,329,1504,243.09,3,23.43,81.03
10066,423,1455,333.0,3,23.43,111.0
4716,847,397,240.784,1,23.43,240.784
5605,373,703,230.352,3,23.43,76.784
10067,863,384,238.0,2,23.43,119.0
10068,720,2028,260.52,6,23.43,43.419999999999995
3727,201,919,226.32,3,23.42,75.44
10069,580,1361,325.44,6,23.42,54.24
10070,854,871,537.0,2,23.42,268.5
10071,822,1707,189.7,10,23.42,18.97
10072,56,674,253.69552,2,23.42,126.84776
5711,452,1010,620.415,5,23.41,124.083
10073,522,1078,439.5,2,23.41,219.75
4252,349,1708,263.96,4,23.41,65.99
10074,471,646,142.56,2,23.41,71.28
10075,159,2246,248.778,6,23.4,41.463
10076,474,1207,285.06,2,23.4,142.53
2117,508,2627,83.34,3,23.4,27.78
10077,889,1318,166.05,3,23.4,55.35
4150,137,712,244.08,2,23.4,122.04
10078,125,1709,146.688,6,23.4,24.447999999999997
1342,683,2514,110.4855,5,23.39,22.0971
356,300,3658,52.731,3,23.39,17.577
10079,459,978,238.152,3,23.39,79.384
10080,104,2431,106.32,2,23.38,53.16
10081,933,1982,183.0,4,23.38,45.75
4028,223,937,241.704,6,23.38,40.284
10082,45,175,484.596,4,23.38,121.149
10083,741,681,275.13,3,23.38,91.71
2389,412,1106,122.616,4,23.38,30.654
10084,1107,1833,105.48,4,23.38,26.37
10085,647,663,132.256,2,23.38,66.128
10086,97,1930,356.4135,3,23.37,118.8045
8072,105,924,528.66,3,23.37,176.22
10087,658,450,156.249,3,23.37,52.083
10088,740,1378,131.625,5,23.37,26.325
10089,1083,986,262.86,2,23.37,131.43
10090,939,971,388.62,2,23.37,194.31
10091,1092,2025,174.906,2,23.36,87.453
10092,551,1389,400.8,5,23.36,80.16
10093,368,1931,117.36,4,23.35,29.34
10094,680,1972,179.712,6,23.35,29.951999999999998
10095,271,628,956.6648,7,23.35,136.6664
10096,127,2528,120.024,3,23.34,40.008
1341,172,1153,184.66,7,23.34,26.38
4082,224,199,290.826,3,23.33,96.94200000000001
10097,757,368,80.432,1,23.32,80.432
2469,735,838,207.54,3,23.32,69.17999999999999
10098,119,1588,142.5,5,23.32,28.5
10099,893,1710,178.875,5,23.32,35.775
6770,1338,215,435.504,3,23.32,145.168
10100,1082,77,198.9,1,23.32,198.9
10057,89,940,329.94,3,23.31,109.98
682,514,304,251.91,2,23.31,125.955
10101,1154,474,256.56,1,23.31,256.56
8115,490,924,469.92,5,23.31,93.98400000000001
1844,271,1861,310.65,5,23.3,62.129999999999995
8535,760,1601,109.32,4,23.3,27.33
4620,139,736,334.125,5,23.3,66.825
1476,9,1082,368.91,9,23.3,40.99
8666,92,1808,341.523,7,23.29,48.789
10102,716,2935,208.548,4,23.29,52.137
7302,484,1117,343.74,3,23.29,114.58
5328,699,971,129.28092,1,23.29,129.28092
10103,118,2032,311.01,7,23.28,44.43
10104,19,583,216.0,2,23.28,108.0
3059,888,2205,114.45,5,23.28,22.89
10105,122,588,339.96,4,23.28,84.99
10106,1255,609,409.26,2,23.28,204.63
6027,319,1564,275.3,5,23.27,55.06
10107,212,1990,296.88,2,23.27,148.44
5458,188,1995,393.21,5,23.27,78.642
1613,101,1263,98.64,2,23.27,49.32
10108,870,1549,83.88,3,23.27,27.959999999999997
1098,190,548,368.226,3,23.27,122.742
427,354,1709,91.68,3,23.27,30.560000000000002
10109,1238,1522,308.7,6,23.27,51.449999999999996
10110,683,850,170.52,2,23.27,85.26
1935,914,1281,112.752,3,23.26,37.583999999999996
7042,17,1151,412.8,3,23.26,137.6
1442,899,1454,196.776,4,23.26,49.194
10111,358,2937,194.64,4,23.26,48.66
10112,1185,417,337.2,2,23.26,168.6
10113,989,1620,339.52,2,23.26,169.76
7094,7,2007,164.88,3,23.25,54.96
10114,1021,517,183.756,1,23.25,183.756
5423,1245,1505,225.84,4,23.25,56.46
1225,4,1711,152.37,3,23.24,50.79
10115,119,175,357.76,5,23.24,71.55199999999999
10116,942,1027,154.89,3,23.23,51.629999999999995
7064,311,1310,146.352,3,23.23,48.784
610,473,699,197.49,1,23.23,197.49
8131,1136,2665,176.256,4,23.22,44.064
7308,997,981,158.376,4,23.22,39.594
3993,290,1323,133.472,4,23.22,33.368
1932,916,474,256.56,1,23.22,256.56
2240,668,767,81.42,2,23.21,40.71
10117,397,2678,180.0,6,23.21,30.0
10118,606,451,274.68,2,23.21,137.34
10119,141,1451,75.88,2,23.21,37.94
10120,1152,1573,486.6,10,23.21,48.660000000000004
10121,871,850,281.34,5,23.21,56.267999999999994
10122,540,1603,348.32,5,23.2,69.664
10123,148,449,271.764,2,23.2,135.882
9123,648,1470,232.88,4,23.2,58.22
7160,703,2283,228.15,5,23.19,45.63
634,488,1555,43.605,1,23.19,43.605
10124,696,1103,299.052,2,23.19,149.526
10125,725,429,840.15,5,23.19,168.03
6606,849,2699,75.87,3,23.19,25.290000000000003
10126,184,2808,46.305,5,23.19,9.261
10127,333,305,464.8,5,23.19,92.96000000000001
1451,55,1712,88.47,3,23.18,29.49
10128,230,393,203.22,3,23.18,67.74
10129,39,455,583.872,3,23.18,194.624
10130,257,1378,157.95,3,23.17,52.65
10131,626,1713,330.966,6,23.17,55.161
10132,62,1199,255.968,4,23.17,63.992
10133,387,1706,231.84,4,23.17,57.96
10134,1064,560,328.608,2,23.17,164.304
1682,834,1265,474.0,8,23.17,59.25
1829,253,1555,261.63,6,23.16,43.605
10135,602,877,236.88,6,23.16,39.48
8539,535,1157,268.26,3,23.16,89.42
10136,853,1126,148.878,3,23.15,49.626
10137,861,176,245.13,1,23.15,245.13
10138,1318,961,296.34,2,23.15,148.17
10139,916,561,511.68,4,23.15,127.92
6105,607,1520,439.416,3,23.14,146.472
10140,302,633,324.216,2,23.14,162.108
5985,443,1085,304.9,5,23.14,60.98
10141,1035,625,378.45,1,23.14,378.45
10142,1473,1607,319.98,1,23.14,319.98
590,463,1381,130.08,4,23.14,32.52
3105,814,2196,1640.16,12,23.13,136.68
10143,155,141,331.96,2,23.13,165.98
10144,56,3257,320.448,6,23.12,53.407999999999994
6484,488,751,314.64,3,23.12,104.88
10145,638,1315,142.68,2,23.12,71.34
4522,130,609,184.167,1,23.12,184.167
10146,791,522,238.56,3,23.12,79.52
6914,656,430,229.056,3,23.12,76.352
10147,184,1833,237.33,9,23.11,26.37
1280,607,1714,208.95,5,23.11,41.79
10148,584,953,136.485,3,23.11,45.495000000000005
10149,298,64,132.52,4,23.11,33.13
10150,1474,1356,175.83,1,23.11,175.83
4657,1205,606,485.856,8,23.11,60.732
8192,271,2128,262.14,3,23.11,87.38
10151,206,2036,231.084,3,23.1,77.028
10152,63,3506,197.37,9,23.1,21.93
10153,271,130,286.299,3,23.1,95.43299999999999
2135,112,155,115.992,1,23.1,115.992
10154,394,946,137.62,2,23.1,68.81
10155,376,432,284.97,3,23.1,94.99000000000001
10156,443,214,284.16,3,23.1,94.72000000000001
10157,853,636,424.2,3,23.1,141.4
1470,196,477,283.8,3,23.09,94.60000000000001
10158,140,1808,130.104,3,23.09,43.368
10159,489,702,121.05,2,23.09,60.525
10160,490,542,243.992,7,23.09,34.856
10161,377,2020,104.4,4,23.09,26.1
10162,251,1955,215.64,4,23.08,53.91
2417,653,1967,213.75,5,23.08,42.75
10163,1114,725,289.30044,3,23.08,96.43347999999999
7355,389,324,618.56,2,23.08,309.28
1903,346,1472,65.824,1,23.07,65.824
10164,769,1561,310.16,4,23.07,77.54
10165,925,316,240.84,2,23.07,120.42
10166,50,1715,180.6,5,23.07,36.12
10167,604,1319,217.89,5,23.07,43.577999999999996
7918,179,848,377.97,3,23.07,125.99000000000001
10168,1045,1716,54.96,3,23.07,18.32
3350,292,1717,122.382,3,23.07,40.794000000000004
4988,800,2577,170.964,4,23.06,42.741
4545,178,1439,387.099,3,23.06,129.033
10169,1418,2498,105.12,8,23.06,13.14
10170,339,1591,54.18,3,23.06,18.06
10171,112,1240,79.632,4,23.05,19.908
7926,695,670,193.9902,2,23.05,96.9951
8824,1098,1580,196.056,6,23.05,32.676
10172,84,1621,161.91,1,23.05,161.91
5077,195,704,203.952,4,23.05,50.988
4366,624,236,260.76,1,23.04,260.76
5043,243,1135,402.246,3,23.04,134.082
10173,67,394,271.731,2,23.04,135.8655
10174,413,1471,250.95708,3,23.03,83.65236
10175,735,1718,208.728,4,23.03,52.182
874,361,1803,150.48,3,23.03,50.16
7532,1307,2654,84.75,1,23.03,84.75
10176,1360,2247,214.8,4,23.03,53.7
10177,1154,1335,96.12,6,23.03,16.02
10178,238,1719,179.76,8,23.02,22.47
10179,289,2168,1136.331,7,23.02,162.333
5284,159,1721,362.46,7,23.02,51.779999999999994
10180,188,565,351.84,8,23.01,43.98
10181,121,146,991.92,8,23.01,123.99
10182,1315,575,154.44,4,23.01,38.61
5986,956,1476,234.92,7,23.01,33.559999999999995
10183,879,516,388.608,2,23.0,194.304
5645,483,3042,80.22,7,23.0,11.459999999999999
2757,484,548,736.452,6,23.0,122.742
10184,384,368,201.08,2,23.0,100.54
10185,1091,860,220.44,2,22.99,110.22
10186,330,1100,275.616,2,22.99,137.808
3695,299,1866,158.22,4,22.99,39.555
10187,1004,1720,81.9,6,22.99,13.65
3209,396,3311,249.75,9,22.98,27.75
10188,850,1472,444.312,6,22.98,74.052
1083,225,1721,138.08,4,22.98,34.52
10189,859,660,321.0,5,22.97,64.2
7484,141,553,241.176,3,22.97,80.392
10190,1395,961,148.17,1,22.97,148.17
10191,665,1406,145.836,3,22.96,48.612
10192,71,2061,134.4,5,22.96,26.880000000000003
10193,670,328,130.32,3,22.96,43.44
8710,1275,330,196.2,1,22.96,196.2
3070,873,1722,321.84,4,22.95,80.46
10194,925,961,296.34,3,22.95,98.77999999999999
10195,551,1797,287.94,3,22.95,95.98
10196,97,394,307.62,3,22.95,102.54
10197,968,2988,333.27,7,22.94,47.61
10198,338,1723,153.9,5,22.94,30.78
10199,1406,989,286.44,2,22.94,143.22
10200,60,1057,157.824,6,22.93,26.304000000000002
5954,109,684,477.12384,3,22.93,159.04128
10201,760,1112,99.98,2,22.93,49.99
10202,367,358,199.056,2,22.92,99.528
10203,546,1775,156.672,4,22.92,39.168
10204,644,1724,167.976,3,22.92,55.992
10205,440,648,104.85,1,22.92,104.85
5243,182,2603,81.99,3,22.91,27.33
5881,381,2187,284.4,5,22.91,56.879999999999995
8072,105,1870,110.25,5,22.91,22.05
10206,824,181,348.928,2,22.91,174.464
10207,77,1188,215.148,2,22.91,107.574
10208,996,704,254.94,2,22.91,127.47
10209,689,176,490.26,2,22.91,245.13
2352,216,1838,235.48,7,22.9,33.64
10210,285,1240,199.08,4,22.9,49.77
10211,863,1725,89.712,6,22.9,14.952
10212,1475,1726,195.66,6,22.9,32.61
1823,468,639,323.79112,2,22.9,161.89556
10088,740,518,252.0,4,22.89,63.0
10213,490,727,752.9193,7,22.89,107.5599
3121,871,1727,283.92,4,22.89,70.98
10214,513,1728,274.2,10,22.89,27.419999999999998
10215,396,91,195.408,3,22.88,65.136
3584,220,1694,176.148,4,22.88,44.037
419,209,2433,169.344,4,22.87,42.336
7824,330,966,668.22,7,22.87,95.46000000000001
657,497,1619,132.111,3,22.87,44.037
10216,425,2725,200.88,12,22.86,16.74
8519,18,3598,161.91,3,22.86,53.97
511,403,2018,177.849,7,22.85,25.407
10217,469,1121,252.045,3,22.85,84.015
10218,87,1274,511.65,9,22.85,56.849999999999994
933,438,2705,138.6,7,22.85,19.8
10219,1029,561,256.74,2,22.85,128.37
10220,449,1729,282.24,6,22.85,47.04
1113,41,2541,187.68,4,22.84,46.92
